id	guidelineid	drugid	implications	drugrecommendation	classification	phenotypes	activityscore	allelestatus	lookupkey	population	comments	version	dosinginformation	alternatedrugavailable	otherprescribingguidance
7588459	2405438	RxNorm:3639	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.	1	f	f	f
7588460	2405438	RxNorm:3639	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7588461	2405438	RxNorm:3639	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	\N	1	f	f	f
7588462	2405438	RxNorm:4601	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status	Strong	{"G6PD": "Normal"}	{}	{}	{"G6PD": "Normal"}	general	\N	1	f	f	f
7588463	2405438	RxNorm:4601	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Optional	{"G6PD": "Deficient"}	{}	{}	{"G6PD": "Deficient"}	general	Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.	1	f	f	f
7588464	2405438	RxNorm:4601	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.	1	f	f	f
7588465	2405438	RxNorm:4601	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7588466	2405438	RxNorm:4601	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	\N	1	f	f	f
7588467	2405438	RxNorm:4815	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status	Strong	{"G6PD": "Normal"}	{}	{}	{"G6PD": "Normal"}	general	\N	1	f	f	f
7588468	2405438	RxNorm:4815	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Optional	{"G6PD": "Deficient"}	{}	{}	{"G6PD": "Deficient"}	general	Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.	1	f	f	f
7588469	2405438	RxNorm:4815	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.	1	f	f	f
7588470	2405438	RxNorm:4815	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7588471	2405438	RxNorm:4815	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	\N	1	f	f	f
7588473	2405438	RxNorm:6572	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Optional	{"G6PD": "Deficient"}	{}	{}	{"G6PD": "Deficient"}	general	Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.	1	f	f	f
7588474	2405438	RxNorm:6572	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.	1	f	f	f
7588475	2405438	RxNorm:6572	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7588476	2405438	RxNorm:6572	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	\N	1	f	f	f
7588477	2405438	RxNorm:7240	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status	Strong	{"G6PD": "Normal"}	{}	{}	{"G6PD": "Normal"}	general	\N	1	f	f	f
7588478	2405438	RxNorm:7240	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Optional	{"G6PD": "Deficient"}	{}	{}	{"G6PD": "Deficient"}	general	Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.	1	f	f	f
7588479	2405438	RxNorm:7240	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.	1	f	f	f
7588480	2405438	RxNorm:7240	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7588481	2405438	RxNorm:7240	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	\N	1	f	f	f
7588482	2405438	RxNorm:7517	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status	Strong	{"G6PD": "Normal"}	{}	{}	{"G6PD": "Normal"}	general	\N	1	f	f	f
7588483	2405438	RxNorm:7517	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Optional	{"G6PD": "Deficient"}	{}	{}	{"G6PD": "Deficient"}	general	Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.	1	f	f	f
7588484	2405438	RxNorm:7517	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.	1	f	f	f
7588485	2405438	RxNorm:7517	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
7588486	2405438	RxNorm:7517	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	\N	1	f	f	f
7588487	2405438	RxNorm:7623	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status	Strong	{"G6PD": "Normal"}	{}	{}	{"G6PD": "Normal"}	general	\N	1	f	f	f
7588488	2405438	RxNorm:7623	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Optional	{"G6PD": "Deficient"}	{}	{}	{"G6PD": "Deficient"}	general	Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.	1	f	f	f
7588489	2405438	RxNorm:7623	{"G6PD": "High risk of acute exacerbation of chronic hemolysis"}	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	Optional	{"G6PD": "Deficient with CNSHA"}	{}	{}	{"G6PD": "Deficient with CNSHA"}	general	There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.	1	f	f	f
7589112	100416	RxNorm:2670	{"CYP2D6": "Increased formation of morphine leading to higher risk of toxicity"}	Avoid codeine use because of potential for serious toxicity. If opioid use is warranted, consider a non-tramadol opioid.	Strong	{"CYP2D6": "Ultrarapid Metabolizer"}	{"CYP2D6": "2.5"}	{}	{"CYP2D6": "2.5"}	general	n/a	1	f	f	f
7588490	2405438	RxNorm:7623	{"G6PD": "Low-to-no risk of acute hemolytic anemia"}	No reason to avoid based on G6PD status at standard doses	Moderate	{"G6PD": "Variable"}	{}	{}	{"G6PD": "Variable"}	general	Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.	1	f	f	f
